Date,RF
2021-02-28,5.833333333333334e-05
2021-03-31,6.666666666666667e-05
2021-04-30,4.9999999999999996e-05
2021-05-31,4.1666666666666665e-05
2021-06-30,5.833333333333334e-05
2021-07-31,6.666666666666667e-05
2021-08-31,5.833333333333334e-05
2021-09-30,6.666666666666667e-05
2021-10-31,9.166666666666667e-05
2021-11-30,0.00015
2021-12-31,0.00025
2022-01-31,0.0004583333333333334
2022-02-28,0.0008333333333333334
2022-03-31,0.0011166666666666666
2022-04-30,0.001575
2022-05-31,0.0017166666666666667
2022-06-30,0.0022083333333333334
2022-07-31,0.0025166666666666666
2022-08-31,0.002733333333333333
2022-09-30,0.003241666666666667
2022-10-31,0.0036916666666666664
2022-11-30,0.003941666666666667
2022-12-31,0.0038999999999999994
2023-01-31,0.003908333333333334
2023-02-28,0.004108333333333333
2023-03-31,0.0038999999999999994
2023-04-30,0.0038999999999999994
2023-05-31,0.004091666666666667
2023-06-30,0.004366666666666667
2023-07-31,0.004475
2023-08-31,0.004475
2023-09-30,0.004533333333333334
2023-10-31,0.004516666666666666
2023-11-30,0.0044
2023-12-31,0.0041333333333333335
2024-01-31,0.003991666666666667
2024-02-29,0.0041
2024-03-31,0.004158333333333333
2024-04-30,0.004283333333333333
2024-05-31,0.0043
2024-06-30,0.004258333333333334
2024-07-31,0.004083333333333334
2024-08-31,0.0036916666666666664
2024-09-30,0.0033583333333333334
2024-10-31,0.0035
2024-11-30,0.003608333333333333
2024-12-31,0.0035250000000000004
2025-01-31,0.003483333333333333
2025-02-28,0.0034916666666666672
2025-03-31,0.0033833333333333332
2025-04-30,0.0032916666666666667
2025-05-31,0.003408333333333333
2025-06-30,0.0033833333333333332
2025-07-31,0.0034000000000000002
2025-08-31,0.003241666666666667
2025-09-30,0.00305
2025-10-31,0.0030083333333333333
2025-11-30,0.00305
2025-12-31,0.00295
2026-01-31,0.002925
2026-02-28,0.0029
2026-03-31,0.003058333333333333
