Date,SPY,IWB,IWD,IWF,IWM,IWN,IWO,IJH,IJJ,XLK,XLF,XLV,XLE,XLI,XLY,XLP,XLU,XLB,SHY,IEF,TLT,LQD,AGG,TIP,IYR,VNQ,GLD,IAU,USO
2009-05-31,-0.6356327337944936,-0.6195167437127206,-0.7816331862712429,-0.4468369667234758,-0.6450614917009302,-0.7268437407170607,-0.5413305590683213,-0.5125889040698576,-0.6337438958628359,-0.23857091841745945,-1.172738419083536,-0.3059227559739083,-0.04524194952049011,-0.6644302791094578,-0.6605960017112092,0.13653487709134743,-0.19065988411641832,-0.1633924160952666,3.4076024017030666,1.620563642283715,0.7795750207327456,0.44729736448960267,1.6791548608592617,0.9697908375254718,-0.7013481488852343,-0.6100276299045566,0.9661341517159182,0.9715146935371806,-0.6820512251998346
2009-06-30,-0.6398551140782807,-0.6191196308002962,-0.81476754598403,-0.4151398745886106,-0.6022391540023873,-0.7427898878442458,-0.46501064405304676,-0.4858765280530733,-0.5982288233852453,-0.14356441704106399,-1.1884334453378034,-0.23211700106747649,-0.20313527138536314,-0.691309431744424,-0.6475980496711279,0.08558801183365009,-0.10274573132609868,-0.2535364020666319,3.3669184731994735,1.574498388902816,0.7744994544309313,0.5736930444596298,1.747336646075241,0.9652121326456414,-0.7901118035598513,-0.7077732436316497,0.9580920157467561,0.9619280590505543,-0.6644142267239863
2009-07-31,-0.6207191066253795,-0.5935985528072559,-0.8612999612073337,-0.3258068849162176,-0.5098413165049303,-0.6580999586497198,-0.3602835252168677,-0.38705915838501875,-0.5082720806350367,-0.029650725540016222,-1.313689412243311,-0.3600029582275407,-0.30563981743860674,-0.5671854632415029,-0.5400498418332378,0.15212176735542532,-0.2638296999105108,-0.07487892417910073,3.3993234880755168,1.5453386047214699,0.6731813262461768,0.6316189875723538,1.7775957263511495,0.8493061888999532,-0.8843629021537673,-0.8004627647665193,0.9067249257706426,0.9091335583152712,-0.8796115188260861
2009-08-31,-0.6278572104193784,-0.6078517175707417,-0.815819340088865,-0.3872723582693322,-0.5565797791129833,-0.6627374928958737,-0.4337488143251174,-0.35189039284781387,-0.4652761697456686,-0.17904320776048285,-1.2046974301365927,-0.4033938816464854,-0.21444141819120494,-0.534965825692175,-0.551432298041475,0.039703062810869445,-0.35127282406805277,-0.11188915500249928,3.436092966739405,1.5337983858928104,0.6587042433516653,0.6015428356015526,1.8122449486818664,0.8210814488320766,-0.7980147264733083,-0.7094737392993367,0.971487302817933,0.97434468720918,-0.8813421003499715
2009-09-30,-0.6726156267995714,-0.6350453710430992,-0.8397796397254452,-0.4256437865157064,-0.5159501492826407,-0.645970940083486,-0.38097991781132373,-0.31255301537144475,-0.4213936127542684,-0.23931877325168505,-1.2979092354690829,-0.5053419114820678,-0.10060340544655452,-0.5615731259858483,-0.6441618668358261,0.0893554451444874,-0.33604668845514646,-0.10275929754729421,3.3696021361801187,1.431683904158034,0.5910868952688167,0.5563435595213031,1.7279621448266114,0.8476653720259321,-0.8120005098537079,-0.714841411673217,1.1668139831363176,1.1697792432004503,-0.7858043980746551
2009-10-31,-0.6631440274632268,-0.6344664306655744,-0.840577267268236,-0.42304161203268914,-0.6423821503370195,-0.736446280090674,-0.5269110011355056,-0.3829708832985097,-0.5087783824881421,-0.2403218005026718,-1.2354942990755837,-0.44721375102325456,-0.023075415210209695,-0.5625989553345841,-0.6938755430338638,0.17705074670591692,-0.46059959310434995,-0.2064122757434508,3.2937192612714825,1.4044299532496085,0.5419796723618251,0.5623816602434952,1.68558011880487,0.9738735909025487,-0.8135525769837052,-0.7029781535620071,1.2606603621847194,1.271721981350457,-0.4265569487216651
2009-11-30,-0.6130202344310669,-0.5936746092061064,-0.8168964211976435,-0.3735414095301836,-0.6891601591320687,-0.7980644828633893,-0.572284436872414,-0.41942291490077044,-0.5383624135806941,-0.24003326865008,-1.2463680787764422,-0.22379618329300666,-0.18569886378050166,-0.4967993157962719,-0.6363919780009792,0.2785875448583832,-0.4575049200451872,-0.15158851344485577,3.28809904051289,1.3913839186043313,0.4505039263917529,0.5253195221873043,1.6515132895210902,1.0069293689806662,-0.8430642874359419,-0.7424071202012452,1.2951093611401456,1.3009656154161833,-0.5503319764738991
2009-12-31,-0.6786052197347794,-0.6460030706414155,-0.9441852202237541,-0.34310897154745634,-0.6013762979620352,-0.7524665085969606,-0.4524784108157389,-0.31123168336760776,-0.4491519787849614,-0.11361296903096026,-1.4960304714338355,-0.22989157068195476,-0.13212632939644406,-0.5377352219172263,-0.6632102780832819,0.20188766464030244,-0.3692007320125458,-0.1441638230703658,3.2716035112729753,1.235684472789459,0.350888988477687,0.5274945833055988,1.6678173195034764,1.1520024737856163,-0.8248907777118831,-0.7091536148067008,1.2656168102279788,1.2696724003347981,-0.5440450745179846
2010-01-31,-0.6842580837898249,-0.6606702093459883,-0.891048695901613,-0.4265315219909339,-0.5924276309665352,-0.7022940832684841,-0.47253408318863277,-0.3657239155301766,-0.46148532353247856,-0.28312014887535075,-1.3347215049685472,-0.20660216629686767,-0.1154649368864099,-0.49086875664682,-0.6600657312755801,0.14786241352362955,-0.3950158395414586,-0.30723456822876116,3.24422229645969,1.3860421456651395,0.5195579963670743,0.6131262845305293,1.7514304812507782,1.212060034043571,-0.8908482990859076,-0.7641219002191016,1.142826895739593,1.1470462539959538,-0.45913740203648634
2010-02-28,-0.644106774485259,-0.6259064181598651,-0.8920892002183649,-0.361257875613832,-0.5731420067295195,-0.6816780771454977,-0.45710431794955614,-0.3416931500300388,-0.46815234903078945,-0.2009968822671738,-1.394012996434024,-0.18127203188513719,-0.06532919604850188,-0.438417148256836,-0.5607919410398662,0.3040040397776367,-0.6956154500848327,-0.34483626935961953,3.2871053860776827,1.346870491454631,0.3878243746931983,0.5489789364460526,1.7185378901248225,1.0509500020920226,-0.8808192951000344,-0.7603946487190266,1.2147210101446406,1.2194268653442943,-0.5108029675972059
2010-03-31,-0.6255189208374612,-0.5988648535122159,-0.8891107340749688,-0.32128999294501476,-0.52529086743899,-0.649863070787084,-0.41353834231910613,-0.30986827733180944,-0.46370535757262077,-0.15097680380257106,-1.4208426924520967,-0.19264311271932927,-0.23355625445661676,-0.3750084440674066,-0.4813259563960255,0.3110010042809671,-0.8682306461093412,-0.33673325514384717,3.2623572303806436,1.2851165329976635,0.3169944036176621,0.5770047848337341,1.7900259923515518,1.0219310991803874,-0.8372561609530796,-0.7180201809645271,1.2439326800057584,1.2461497186563457,-0.6428695224206029
2010-04-30,-0.70191651584412,-0.6602009814990973,-0.9016522825138251,-0.4223418313073692,-0.423449368820067,-0.5009967816833748,-0.36832144091476027,-0.27093870236991363,-0.3992008129167091,-0.24240415486588704,-1.429339703479926,-0.590736857806038,-0.25619359426272553,-0.38076280312390365,-0.38825181563436617,0.1294695296830203,-0.9323322732974133,-0.3629637427538136,3.2223369753095175,1.3099567620887043,0.384877357307531,0.6004808393038044,1.7673022212268374,1.0969925956943156,-0.7269157958934178,-0.5988532577590128,1.2917177369129953,1.2928273934413614,-0.5381886942223469
2010-05-31,-0.7438360949876954,-0.7085018677704676,-0.898429505941104,-0.5120710844338839,-0.46903114488806874,-0.5285742177320524,-0.40765851446748286,-0.3602807705632824,-0.4598779503200045,-0.3571551544946527,-1.2260517930307557,-0.614369889787907,-0.4596600668970371,-0.47246969956003465,-0.40861934793532106,0.006086969251152323,-0.8235827523577959,-0.46392619642053934,3.113752711444831,1.4658799595739465,0.6591515445607825,0.6113015741742269,1.7913279834592386,1.1215869088870933,-0.5620439992766536,-0.44197316958179733,1.3198560966908863,1.3225976278366196,-0.49342815543224017
2010-06-30,-0.7558726663894939,-0.7222867134686182,-0.8850105849115791,-0.5460363414266347,-0.5351033792710723,-0.5861569197203234,-0.47540392688432126,-0.410695732511907,-0.4917781561093835,-0.42521529335074726,-1.137079308061163,-0.5166185193229548,-0.537943768691363,-0.5452740294303876,-0.5122064586761682,-0.006971131671415048,-0.6457890065385518,-0.5299041613274258,3.0310107810327387,1.5277676256529027,0.7857380074283351,0.7169975661221742,1.8244191918921857,1.109567853387257,-0.4607922138454166,-0.3551367086521803,1.3107200644826826,1.3101599876259251,-0.5351060573630947
2010-07-31,-0.747453456682146,-0.709889970442631,-0.8698525522683566,-0.5480502480288293,-0.4746613365185421,-0.5092378400986037,-0.44886997553529545,-0.36014231502053345,-0.4508486959716287,-0.4566452508134063,-1.2227438609780263,-0.544162741457285,-0.5945266870216515,-0.580140154100806,-0.44321993254892034,0.16311109225709577,-0.5338317165473867,-0.4648968078859508,3.0827002827675702,1.5487949956147578,0.6353335274252974,0.8208054428368249,1.9476609874747641,0.9963550156191098,-0.4186768102893474,-0.3164237908021934,1.1642873109709309,1.1663415403489166,-0.8311160523037282
2010-08-31,-0.7617684361907499,-0.7196638864936818,-0.8655360596930157,-0.5779177974593409,-0.5540928446383009,-0.5746067182133194,-0.5302503848049164,-0.3944111144729088,-0.47550843873255877,-0.5124128364076622,-1.2054320500316504,-0.5536638549200097,-0.5941815975191012,-0.5960215305487297,-0.43249243823774625,0.07604300121577154,-0.43278602918246367,-0.40490391020399286,2.9911443396781596,1.548399222101654,0.8141082155954076,0.843785905628297,1.8722199779828006,1.0473685309747955,-0.40335515963238744,-0.32159777623108254,1.2388716889191433,1.2411218074435444,-0.7624598259259557
2010-09-30,-0.7466756166169808,-0.7065884667546087,-0.8855169968259523,-0.5374138303055883,-0.45097414020099164,-0.48646415673668686,-0.4081711463676654,-0.30960608756038144,-0.4018431591089614,-0.4426657370205174,-1.3024893529806787,-0.46947276149404443,-0.6493512111022647,-0.5736094707962616,-0.2927946367119934,0.06922492095822001,-0.5530355818662563,-0.5003344467616787,3.0107895964528013,1.6007108279568745,0.7239506602444665,0.8364910938148303,1.888962056835506,1.03946203244621,-0.48676146036216966,-0.39850780451738876,1.1737875929285724,1.175732684713355,-0.9168354022597661
2010-10-31,-0.7043175236252813,-0.6696994799799717,-0.8388060543221143,-0.5015744405205547,-0.4363802733499854,-0.4455320703630911,-0.42578312121667244,-0.2964891509790985,-0.38643857194268144,-0.44311736412942704,-1.2947391722078088,-0.46974561285941924,-0.6060917750688785,-0.5088032228812146,-0.17882210138426394,0.13385490340853723,-0.7433330390991858,-0.4763896935170398,3.020137768619638,1.5854137827163903,0.5367178001983388,0.8117907460853845,1.869042111094626,1.1501233818531413,-0.45536222078638255,-0.37333370006701405,1.1491883008276633,1.1565094145087544,-1.1580196210123888
2010-11-30,-0.7129885885215103,-0.6645563796258395,-0.8626407410694873,-0.46641012397371484,-0.282768078669596,-0.309422243128141,-0.26341315456220704,-0.17098998832473697,-0.2995448849969509,-0.3766537792936782,-1.3700485310690758,-0.7046787665862096,-0.49248813740226804,-0.5115668979037074,-0.042510810799800264,-0.053252493259946486,-0.9969647524133748,-0.4347711389496777,3.0318812539682107,1.4351222180491143,0.3376876983679428,0.7478364085929257,1.7759609128121903,0.8879300884575815,-0.4183734251782225,-0.32835931050304884,1.3878358671317037,1.3882470033396388,-1.230099224488115
2010-12-31,-0.6630642390870206,-0.6117243949126848,-0.799104154793005,-0.44204020329720833,-0.20722967985193183,-0.2206430292693731,-0.21579109398957988,-0.09262626126292435,-0.2140996512022865,-0.4310153549625711,-1.3536018585588587,-0.6084504995982706,-0.6385663252968781,-0.5016995116022974,0.09445152655925687,0.08023770119039253,-1.1061900072165574,-0.3921530221292077,3.0686883913464236,1.1750441838814476,0.153569530143062,0.7619560613275492,1.8336012517287,0.7917805578126301,-0.4025210205547721,-0.3008787290962376,1.3723299331739673,1.3812438697101357,-1.5115039701919004
2011-01-31,-0.557517126817118,-0.5081857512804127,-0.8366370795485937,-0.19415594192383195,-0.1180433136907879,-0.226770282953877,-0.042468128194148,0.08624335538070586,-0.08114837165147477,0.02502516708624228,-1.7246420364261592,-0.5721713572945138,-0.2362943341991617,-0.40553086776994796,0.04226274919154888,0.3059695776559142,-1.0291623021360727,-0.43178211187092946,3.2104001148297945,1.0899108506919477,-0.145883853216286,0.7107120048370699,1.8894709438350068,0.5967127034864093,-0.497913302449498,-0.3603691437275696,0.9520525442926348,0.9573985685249347,-1.8974832746618278
